locationName,link,thumbnail,location,category,reviewContent,reviewDate,rating
Burger King,https://www.yelp.com/biz/burger-king-saint-george-2,https://s3-media2.fl.yelpcdn.com/bphoto/PAPYf3mNeXBmql4y9_Yrbw/90s.jpg,"2841 S 60th ESaint George, UT 84790","Burgers,
                    Fast Food","Wait time was a little longer than expected, but the food was good. They offer some good deals too, which is nice to see in any truck stop. 5 for $4 and 10 piece for $1.49. I got both.",9/7/2016,4.0 star rating
Burger King,https://www.yelp.com/biz/burger-king-lodi-5,https://s3-media2.fl.yelpcdn.com/bphoto/tAMpJwB3G-njzZGvcC7dYQ/90s.jpg,"15148 N Thornton RdLodi, CA 95242",Fast Food,"I decided to eat here instead of Taco Bell today knowing they have $1 grilled dogs. After ordering I waited for my # to be called. Somehow mine was skipped, so after 16 minutes I asked if it was still coming. 3 minutes later I got it. They gave me a free pie for waiting. The food was good.",9/5/2016,4.0 star rating
Burger King,https://www.yelp.com/biz/burger-king-weed,https://s3-media1.fl.yelpcdn.com/bphoto/th6IBSbTCisdddWWl1QXgw/90s.jpg,"88 E Vista DrWeed, CA 96094",Burgers,"They offer some good deals like 5 for $4. 10 piece for $1.49. Hotdogs for .99. The food was good and service was fast, but the lobby was looking neglected. 90% of tables were dirty.",9/5/2016,4.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-salem-11,https://s3-media1.fl.yelpcdn.com/bphoto/VgVcWpfFHtoscFuGMw_NiQ/90s.jpg,"4220 Brooklake Rd NESalem, OR 97303","Fast Food,
                    Tex-Mex,
                    Mexican","Typical truck stop taco bell prices. Meal deals $3.99, $5 box is $6, value menu items $1.29. Still beats subway though. Food was good and service was fast, just a bit overpriced.",9/3/2016,3.0 star rating
Champs Chicken,https://www.yelp.com/biz/champs-chicken-albany,https://s3-media3.fl.yelpcdn.com/bphoto/Y17y2fCl-tbez3pujccdGw/90s.jpg,"33380 Hwy 34 SEAlbany, OR 97322",Chicken Shop,"I couldn't find a good value on the menu. I ordered the 5 chicken strips for $7 and it didn't come with sauce. It was good chicken, but only worth $5. I've never stopped here before and I don't think I will in the future. Wasn't good or bad overall.",9/2/2016,3.0 star rating
Burger King,https://www.yelp.com/biz/burger-king-central-point,https://s3-media1.fl.yelpcdn.com/bphoto/2B3_QDE8VfREB6tLL6E8Jw/90s.jpg,"101 Penninger StCentral Point, OR 97502",Fast Food,"I was happy to see their remodel was done, so I wouldn't have to overpay at taco bell across the road. The food was as good as expected. There was a 7-8 minute wait though. I always order the 4 for $4 and a 10 piece, both of which are a great deal. I will definitely be back when I'm in the area.",9/2/2016,4.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-buttonwillow,https://s3-media2.fl.yelpcdn.com/bphoto/0kWZmQ14Vanu45-_LG9PeQ/90s.jpg,"27769 Lagoon DriveButtonwillow, CA 93206","Fast Food,
                    Mexican,
                    Tex-Mex","I've been traveling up and down I-5 often and I usually stop in Lost Hills for Taco Bell, but decided to stop here today to see what I'm missing. Prices are through the roof here. It's expected at truck stops, but not to this extent. Meal deals  $4.19, beefy fritos  $1.99, cheesy bean and rice $2.49. Wtf? The $5 box was $5.69 (surprised it wasn't more) so I got that. So why are they worthy of a second star? Well, their lobby was clean and up to date and the food was good. If I'm ever shut down at this TA I'll just walk to Carl's Jr.",8/31/2016,2.0 star rating
Sierra’s Buffet,https://www.yelp.com/biz/sierras-buffet-mesquite,https://s3-media2.fl.yelpcdn.com/bphoto/7tbkLFuJgyfdYsQ2LqNJFw/90s.jpg,"100 E Pioneer BlvdMesquite, NV 89027",Buffets,"$9 lunch buffet and it includes a drink. Very good value. Unfortunately I have to pay $3 to park my truck across the road, otherwise I would stop here often. Fish was great, 3 different chickens were great. Waiter was good too.",8/31/2016,5.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-winnemucca-2,https://s3-media2.fl.yelpcdn.com/bphoto/cVgtOy735inrhK4TOHnVQA/90s.jpg,"3475 Construction WayWinnemucca, NV 89445","Mexican,
                    Fast Food","Service was fast, food was good, the lobby was nice and clean, employees were great. I think the manager was high on something when he/she priced meal deals at $3.79. I had to go with plan B, the $5 box.",8/28/2016,4.0 star rating
Chuck-A-Rama Buffet,https://www.yelp.com/biz/chuck-a-rama-buffet-bountiful,https://s3-media1.fl.yelpcdn.com/bphoto/MPQLjSTqlh67Wu7K4t0g4A/90s.jpg,"212 S 500th WBountiful, UT 84010",Buffets,"Each weekday has a slightly different menu. The food is good and the drinks are included. The price went up recently, so the value may not be quite as good as Golden Corral, but I always look forward to eating here.",8/25/2016,4.0 star rating
Pizza Pie Cafe,https://www.yelp.com/biz/pizza-pie-cafe-bountiful,https://s3-media2.fl.yelpcdn.com/bphoto/llC3HydQElKBpn56NmivTg/90s.jpg,"370 W 500th SBountiful, UT 84010","Pizza,
                    Buffets","Cheapest buffet in the area. Just make sure to go during busy hours or the quality will be horrible. They have many different pizzas to choose from. Too many during slow hours. It's often a mad house after 6 pm with so many inconsiderate people lolly gagging at the food bar and drink machines. Half of them are fat as H and I've even had people steal my booth a few times when I got up for a new plate. Besides pizza they have pasta, salad, and fruit. Great value, decent food.",8/24/2016,4.0 star rating
Burger King,https://www.yelp.com/biz/burger-king-wendover,https://s3-media4.fl.yelpcdn.com/bphoto/F1Nm49gnPfu_m_PnA8FxLg/90s.jpg,"910 Wendover BlvdWendover, NV 89883","Fast Food,
                    Burgers",Decent prices like any other BK. Service was fast. Lobby was clean and very modern. All good.,8/23/2016,5.0 star rating
Jelly Donut,https://www.yelp.com/biz/jelly-donut-sparks-3,https://s3-media3.fl.yelpcdn.com/bphoto/XeIVm9U_zOXKhJCpSMlJQg/90s.jpg,"663 N McCarran BlvdSparks, NV 89431",Donuts,"Tastes like donuts from any grocery store, but costs more. I got a bear claw and a blueberry filled for $3.40 with tax. Not outrageous, but not good either.",8/23/2016,3.0 star rating
Rotisserie Buffet,https://www.yelp.com/biz/rotisserie-buffet-sparks,https://s3-media3.fl.yelpcdn.com/bphoto/DrgEyah59mDSnL8fEdZ6Cw/90s.jpg,"1100 Nugget AveSparks, NV 89431","Buffets,
                    Italian,
                    Seafood","Monday dinner was $12.99, which isn't good, but not insane either. The quality is comparable to Golden Corral. I like to see salmon, lasagna, Mac and cheese, and enchiladas at buffets, but none of which were there Monday.",8/23/2016,4.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-sparks-4,https://s3-media4.fl.yelpcdn.com/bphoto/DusXAog-VU1Q2RnIwGkhPQ/90s.jpg,"1395 Big Fish DrSparks, NV 89431","Fast Food,
                    Mexican","Meal deals only $2.79 here, but I got the $5 box this time. Both are a good value. Food was good, service was a bit slow. 8 minute wait",8/21/2016,4.0 star rating
Wendy’s,https://www.yelp.com/biz/wendys-portland-14,https://s3-media1.fl.yelpcdn.com/bphoto/QpUKBFhBMTUjllLBExdR2A/90s.jpg,"4323 NE 122nd AvePortland, OR 97230","Burgers,
                    Fast Food",4 for $4 was a good value and small frosties are only 50 cents for a limited time. Good deal. Food was good service was fast.,8/20/2016,5.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-fullerton,https://s3-media4.fl.yelpcdn.com/bphoto/CVrX_Mm2i5J2YBoy1FfmdA/90s.jpg,"131 E Orangethorpe AveFullerton, CA 92832","Mexican,
                    Fast Food","Good to see meal deals even lower than $3. The menu showed $2.79, but rang up for $2.89. $1 menu was good too. Service was fast, food was good. I sat right next to a wall and noticed ants were crawling on the wall.",8/17/2016,3.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-ontario-3,https://s3-media3.fl.yelpcdn.com/bphoto/8m8f-Ne7rP0-7669vG7QTg/90s.jpg,"382 E Idaho AveOntario, OR 97914","Fast Food,
                    Mexican,
                    Tex-Mex","The food was good, it was clean, service was fast. The meal deals that I usually order are slightly overpriced at this locatation.",8/14/2016,4.0 star rating
Burger King,https://www.yelp.com/biz/burger-king-salt-lake-city-21,https://s3-media3.fl.yelpcdn.com/bphoto/sfQXqY3QJenwPyB6y3kblg/90s.jpg,"4025 W 1820th SSalt Lake City, UT 84104","Fast Food,
                    Burgers","I was the only customer in the lobby around 4:00, so service was fast. Lobby was pretty clean, and they offer a $5 meal. The Whoppurrito meal. Good value.",8/12/2016,4.0 star rating
Pizza Hut,https://www.yelp.com/biz/pizza-hut-bountiful,https://s3-media4.fl.yelpcdn.com/bphoto/M95YowWQghxvx2KpxJIHHg/90s.jpg,"529 South 200 WBountiful, UT 84010","Pizza,
                    Italian,
                    Chicken Wings",I get a medium for $6 with a link in my email. Great deal and as good of quality as any pizza hut. I was eating here often before my job took me out of town and it's always been good.,8/3/2016,5.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-central-point-2,https://s3-media4.fl.yelpcdn.com/bphoto/pEawVmjzhk-LAqwmWn6Wog/90s.jpg,"1600 E Pine StCentral Point, OR 97502","Mexican,
                    Tex-Mex,
                    Fast Food","I've always avoided this locatation and went to burger King across the street knowing the prices are cost plus 30 percent. Now burger king's lobby is closed for remodel, so came here. $3 meal deals are $4, $5 box is $6, and the dollar menu is more of a $1.29 menu. They were fast and the food was good though.",7/30/2016,3.0 star rating
Taco Bell - CLOSED,https://www.yelp.com/biz/taco-bell-lodi-2,https://s3-media3.fl.yelpcdn.com/bphoto/oD6h6tZg3nUA2mXV4lYcLQ/90s.jpg,"6425 W Banner RdLodi, CA 95242","Tex-Mex,
                    Fast Food,
                    Mexican","I knew my total should have been about $6.40, but he said $9.28. I decided to just eat whatever it was he rang up. He rung up 2 beef burritos rather than the 2 beefy fritos that I ordered. They were $2.39 each and they're only worth  $1. The lobby was clean, but very outdated. A remodel is about ten years overdue. I'll be back in, but I won't be having beef burritos.",7/26/2016,3.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-weed,https://s3-media2.fl.yelpcdn.com/bphoto/s6p1NdLZTJIIx8THX251UA/90s.jpg,"200 East Vista DriveWeed, CA 96094","Mexican,
                    Tex-Mex,
                    Fast Food","I came in at a bad time when they were very busy and my order took 21 minutes. Small meal deals are $3.99 at this locatation, wtf? I don't know what the general manager is smoking, but it's very potent. At least they do have the $5 box, which is an OK deal. The food was good.",7/24/2016,2.0 star rating
Carl’s Jr,https://www.yelp.com/biz/carls-jr-napavine,https://s3-media1.fl.yelpcdn.com/bphoto/GwMrkr8nFSVjsmLzwIRdww/90s.jpg,"1276 Rush RdNapavine, WA 98532",American (Traditional),"4 for $4 deal here. Good value, good service, good food, clean lobby. I don't have a stupid story like other reviewers, but my review has to be long with all this nonsense.",7/24/2016,5.0 star rating
Taco Bell,https://www.yelp.com/biz/taco-bell-troutdale-3,https://s3-media3.fl.yelpcdn.com/bphoto/P45Nx6v4vvIMFi4JmUqmDw/90s.jpg,"560 NW Phoenix DrTroutdale, OR 97060","Mexican,
                    Tex-Mex,
                    Fast Food","$3 meal deals are a good value and dollar menu items. Great service, good food. I'll be back next time I'm in the area.",7/22/2016,4.0 star rating
Carl’s Jr,https://www.yelp.com/biz/carls-jr-fontana,https://s3-media2.fl.yelpcdn.com/bphoto/MR_4860BwN8M5DB56GMszA/90s.jpg,"14454 Valley BlvdFontana, CA 92335",Fast Food,"$5 Super Star combo. Good value, good food, clean lobby, good everything. I don't have a stupid story like other reviewers, but I have to write more BS for my review to count as a review, so here it is.",7/17/2016,5.0 star rating
KFC,https://www.yelp.com/biz/kfc-ceres-2,https://s3-media3.fl.yelpcdn.com/bphoto/OKI19IU6TRFZrktakpbV8Q/90s.jpg,"1467 Mitchell RdCeres, CA 95351","Fast Food,
                    Chicken Wings,
                    Chicken Shop","5-10 minute wait for chicken tenders, lobby was a bit messy, food was good.I don't have a stupid story like other reviewers, but I have to write some BS, otherwise my review is only a tip. So there's some BS.",7/15/2016,3.0 star rating
